# KEGG facts behind kegg_predicates.tsv, generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	symbols	name	brite	modules
K00307	BBE1	reticuline oxidase [EC:1.21.3.3]		M00945,M00946
K00308	PAOX	N1-acetylpolyamine oxidase [EC:1.5.3.13]		
K00309	dmg	dimethylglycine oxidase [EC:1.5.3.10]		M00975
K00310	SE	pyrimidodiazepine synthase [EC:1.5.4.1]		
K00311	ETFDH	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]		
K00312	WNT3	wingless-type MMTV integration site family, member 3		
K00313	fixC	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]		
K00314	SARDH	sarcosine dehydrogenase [EC:1.5.8.3]		M00974
K00315	DMGDH	dimethylglycine dehydrogenase [EC:1.5.8.4]		M00974,M00975
K00316	spdH	spermidine dehydrogenase [EC:1.5.99.6]		
K00317	dmd-tmd	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]		
K00318	PRODH, fadM, putB	proline dehydrogenase [EC:1.5.5.2]		M00970,M00972
K00319	mtd	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]		M00567
K00320	mer	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]		M00567
K00322	sthA, udhA	NAD(P) transhydrogenase [EC:1.6.1.1]		
K00323	NNT	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]		
K00324	pntA	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]		
K00325	pntB	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]		
K00326	CYB5R	cytochrome-b5 reductase [EC:1.6.2.2]		
K00327	POR	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]		
K00330	nuoA	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]		M00144+
K00331	nuoB	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]		M00144+
K00332	nuoC	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]		M00144+
K00333	nuoD	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]		M00144+
K00334	nuoE	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]		M00144+
K00335	nuoF	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]		M00144+
K00336	nuoG	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]		M00144+
K00337	nuoH	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]		M00144+
K00338	nuoI	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]		M00144+
K00339	nuoJ	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]		M00144+
K00340	nuoK	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]		M00144+
K00341	nuoL	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]		M00144+
K00342	nuoM	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]		M00144+
K00343	nuoN	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]		M00144+
K00344	qor, CRYZ	NADPH:quinone reductase [EC:1.6.5.5]		
K00345	ndhS	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]		
K00346	nqrA	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]		
K00347	nqrB	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]		
K00348	nqrC	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]		
K00349	nqrD	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]		
K00350	nqrE	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]		
K00351	nqrF	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]		
K00354	E1.6.99.1	NADPH2 dehydrogenase [EC:1.6.99.1]		
K00355	NQO1	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]		
K00357	QDPR	dihydropteridine reductase [EC:1.5.1.34]		
K00359	qorA	NADPH:quinone reductase [EC:1.6.5.5]		
K00360	nasB	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]		M00531+
K00361	nasB	nitrite reductase [NAD(P)H] [EC:1.7.1.4]		M00531
K00362	nirB	nitrite reductase (NADH) large subunit [EC:1.7.1.15]		M00530+
K00363	nirD	nitrite reductase (NADH) small subunit [EC:1.7.1.15]		M00530+
K00364	guaC, GMPR	GMP reductase [EC:1.7.1.7]		
K00365	uaZ	urate oxidase [EC:1.7.3.3]		M00546
K00366	nirA	ferredoxin-nitrite reductase [EC:1.7.7.1]		M00531
K00367	narB	ferredoxin-nitrate reductase [EC:1.7.7.2]		M00531
K00368	nirK	nitrite reductase (NO-forming) [EC:1.7.2.1]		M00529,M00973,M01069
K00370	narG, narZ, nxrA	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	M00529+,M00530+,M00804+
K00371	narH, narY, nxrB	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	M00529+,M00530+,M00804+
K00372	nasC, nasA	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]		M00531+
K00373	narJ, narW	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW		
K00374	narI, narV	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]	ko02000:Other transporters > Transmembrane electron carriers [TC:5]	M00529+,M00530+
K00375	K00375	GntR family transcriptional regulator / MocR family aminotransferase	ko03000:Prokaryotic type > Helix-turn-helix > GntR family	
K00376	nosZ	nitrous-oxide reductase [EC:1.7.2.4]		M00529,M01069
K00378	hox	hydroxylamine oxidase [EC:1.7.2.9]		
K00380	cysJ	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]		M00176+
K00381	cysI	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]		M00176+
K00382	DLD, lpd, pdhD	dihydrolipoyl dehydrogenase [EC:1.8.1.4]		M00009+,M00011+,M00032+,M00036+,M00307+,M00532+,M00621
K00383	GSR, gor	glutathione reductase (NADPH) [EC:1.8.1.7]		
K00384	trxB, TRR	thioredoxin reductase (NADPH) [EC:1.8.1.9]		
K00385	asrC	anaerobic sulfite reductase subunit C		
K00386	sorB	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]		
K00387	SUOX	sulfite oxidase [EC:1.8.3.1]		
K00389	yidH	inner membrane protein YidH	ko02000:Other transporters > Others	
K00390	cysH	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]		M00176
K00392	sir	sulfite reductase (ferredoxin) [EC:1.8.7.1]		M00176,M00987
K00394	aprA	adenylylsulfate reductase, subunit A [EC:1.8.99.2]		M00596+
K00395	aprB	adenylylsulfate reductase, subunit B [EC:1.8.99.2]		M00596+
K00399	mcrA	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]		M00356+,M00357+,M00563+,M00567+
K00400	K00400	methyl coenzyme M reductase system, component A2		
K00401	mcrB	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]		M00356+,M00357+,M00563+,M00567+
K00402	mcrG	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]		M00356+,M00357+,M00563+,M00567+
K00404	ccoN	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]		M00156+
K00405	ccoO	cytochrome c oxidase cbb3-type subunit II		M00156+
K00406	ccoP	cytochrome c oxidase cbb3-type subunit III		M00156+
K00407	ccoQ	cytochrome c oxidase cbb3-type subunit IV		M00156+
K00410	fbcH	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		M00151+
K00411	UQCRFS1, RIP1, petA	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]		M00151+,M00152+
K00412	CYTB, petB	ubiquinol-cytochrome c reductase cytochrome b subunit		M00151+,M00152+
K00413	CYC1, CYT1, petC	ubiquinol-cytochrome c reductase cytochrome c1 subunit		M00151+,M00152+
K00414	QCR1, UQCRC1	ubiquinol-cytochrome c reductase core subunit 1	ko01002:Metallo peptidases > Family M16: pitrilysin family	M00152+
K00415	QCR2, UQCRC2	ubiquinol-cytochrome c reductase core subunit 2	ko01002:Metallo peptidases > Family M16: pitrilysin family	M00152+
K00416	QCR6, UQCRH	ubiquinol-cytochrome c reductase subunit 6		M00152+
K00417	QCR7, UQCRB	ubiquinol-cytochrome c reductase subunit 7		M00152+
K00418	QCR8, UQCRQ	ubiquinol-cytochrome c reductase subunit 8		M00152+
K00419	QCR9, UCRC	ubiquinol-cytochrome c reductase subunit 9		M00152+
K00420	QCR10, UQCR	ubiquinol-cytochrome c reductase subunit 10		M00152+
K00421	lccA	laccase [EC:1.10.3.2]		
K00422	E1.10.3.1	polyphenol oxidase [EC:1.10.3.1]		
K00423	E1.10.3.3	L-ascorbate oxidase [EC:1.10.3.3]		
K00424	cydX	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]		M00153+
K00425	cydA	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]		M00153+
K00426	cydB	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]		M00153+
K00427	lldP, lctP	L-lactate permease	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K00428	E1.11.1.5	cytochrome c peroxidase [EC:1.11.1.5]		
K00430	E1.11.1.7	peroxidase [EC:1.11.1.7]		
K00431	TPO	thyroid peroxidase [EC:1.11.1.8]		M00043
K00432	gpx, btuE, bsaA	glutathione peroxidase [EC:1.11.1.9]		
K00433	cpo	non-heme chloroperoxidase [EC:1.11.1.10]		
K00434	E1.11.1.11	L-ascorbate peroxidase [EC:1.11.1.11]		
K00435	hemQ	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]		M00926
K00436	hoxH	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]		
K00437	hydB	[NiFe] hydrogenase large subunit [EC:1.12.2.1]		
K00440	frhA	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]		
K00441	frhB	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]		
K00442	frhD	coenzyme F420 hydrogenase subunit delta		
K00443	frhG	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]		
K00446	dmpB, xylE	catechol 2,3-dioxygenase [EC:1.13.11.2]		M00569
K00448	pcaG	protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]		
K00449	pcaH	protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]		
K00450	E1.13.11.4	gentisate 1,2-dioxygenase [EC:1.13.11.4]		
K00451	HGD, hmgA	homogentisate 1,2-dioxygenase [EC:1.13.11.5]		M00044
K00452	HAAO	3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]		M00038,M00912
K00453	TDO2, kynA	tryptophan 2,3-dioxygenase [EC:1.13.11.11]		M00038,M00912
K00454	LOX2S	lipoxygenase [EC:1.13.11.12]		M00113
K00455	hpaD, hpcB	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]		M00533
K00456	CDO1	cysteine dioxygenase [EC:1.13.11.20]		
K00457	HPD, hppD	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]		M00044
K00458	ALOX12	arachidonate 12-lipoxygenase [EC:1.13.11.31]		
K00459	ncd2, npd	nitronate monooxygenase [EC:1.13.12.16]		
K00460	ALOX15	arachidonate 15-lipoxygenase [EC:1.13.11.33]		
K00461	ALOX5	arachidonate 5-lipoxygenase [EC:1.13.11.34]		
K00462	bphC	biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39]		M00543
K00463	IDO, INDO	indoleamine 2,3-dioxygenase [EC:1.13.11.52]		M00038,M00912
K00464	diox1	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]		
K00465	CCD1	carotenoid 9,10(9',10')-cleavage dioxygenase 1 [EC:1.13.11.-]		
K00466	iaaM	tryptophan 2-monooxygenase [EC:1.13.12.3]		
K00467	E1.13.12.4	lactate 2-monooxygenase [EC:1.13.12.4]		
K00468	davB	lysine 2-monooxygenase [EC:1.13.12.2]		M00957
K00469	MIOX	inositol oxygenase [EC:1.13.99.1]		M00994
K00471	BBOX1	gamma-butyrobetaine dioxygenase [EC:1.14.11.1]		
K00472	P4HA	prolyl 4-hydroxylase [EC:1.14.11.2]		
K00473	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [EC:1.14.11.4]		
K00474	TMLHE	trimethyllysine dioxygenase [EC:1.14.11.8]		
K00475	F3H	naringenin 3-dioxygenase [EC:1.14.11.9]		M00138
K00476	ASPH	aspartate beta-hydroxylase [EC:1.14.11.16]		
K00477	PHYH	phytanoyl-CoA hydroxylase [EC:1.14.11.18]		
K00478	HR	[histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65]		
K00479	gbcA, bmoA	glycine betaine monooxygenase A [EC:1.14.13.251]		M00975+
K00480	E1.14.13.1	salicylate hydroxylase [EC:1.14.13.1]		
K00481	pobA	p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]		
K00483	hpaB	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]		
K00484	hpaC	flavin reductase (NADH) [EC:1.5.1.36]		
K00485	FMO	dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase [EC:1.14.13.8 1.8.1.-]		
K00486	KMO, BNA4	kynurenine 3-monooxygenase [EC:1.14.13.9]		M00038,M00912
K00487	CYP73A	trans-cinnamate 4-monooxygenase [EC:1.14.14.91]		M00039,M00137
K00488	CYP27A1	cholestanetriol 26-monooxygenase [EC:1.14.15.15]		M00104
K00489	CYP7A1	cholesterol 7alpha-monooxygenase [EC:1.14.14.23]		M00104
K00490	CYP4F	cytochrome P450 family 4 subfamily F [EC:1.14.14.1]		
K00491	nos	nitric-oxide synthase, bacterial [EC:1.14.14.47]		
K00492	tmuM	1,3,7-trimethyluric acid 5-monooxygenase [EC:1.14.13.212]		
K00493	XANG	xanthocillin biosynthesis cytochrome P450 monooxygenase [EC:1.14.-.-]		
K00494	luxA	alkanal monooxygenase alpha chain [EC:1.14.14.3]		
K00495	CYP71AN24	phenylacetaldehyde oxime monooxygenase [EC:1.14.14.44]		
K00496	alkB1_2, alkM	alkane 1-monooxygenase [EC:1.14.15.3]		
K00497	CYP11B1	steroid 11beta-monooxygenase [EC:1.14.15.4]		M00108,M00109
K00498	CYP11A	cholesterol monooxygenase (side-chain-cleaving) [EC:1.14.15.6]		M00107
K00499	CMO	choline monooxygenase [EC:1.14.15.7]		M00555
K00500	phhA, PAH	phenylalanine-4-hydroxylase [EC:1.14.16.1]		
K00501	TH	tyrosine 3-monooxygenase [EC:1.14.16.2]		M00042
K00502	TPH1_2	tryptophan 5-monooxygenase [EC:1.14.16.4]		M00037
K00503	DBH	dopamine beta-monooxygenase [EC:1.14.17.1]		M00042
K00504	PHM	peptidylglycine monooxygenase [EC:1.14.17.3]		
K00505	TYR	tyrosinase [EC:1.14.18.1]		M00042
K00506	TYRP1	tyrosinase-related protein 1 [EC:1.14.18.-]		
K00507	SCD, desC	stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]		
K00508	desD	sn-1 linoleoyl-lipid 6-desaturase [EC:1.14.19.46]		
K00509	PTGS1, COX1	prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]		
K00510	HMOX1	heme oxygenase 1 [EC:1.14.14.18]		
K00511	SQLE, ERG1	squalene monooxygenase [EC:1.14.14.17]		M00101,M00102
K00512	CYP17A	steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]		M00109,M00110,M00976,M00977
K00513	CYP21A	steroid 21-monooxygenase [EC:1.14.14.16]		M00108,M00109
K00514	ZDS, crtQ	zeta-carotene desaturase [EC:1.3.5.6]		M00097
K00515	BCMO1, BCDO1	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]		
K00516	E1.14.99.55	lytic starch monooxygenase [EC:1.14.99.55]		
K00517	CYP81F	indol-3-yl-methylglucosinolate hydroxylase [EC:1.14.-.-]		
K00518	sodN	nickel superoxide dismutase [EC:1.15.1.1]		
K00520	merA	mercuric reductase [EC:1.16.1.1]		
K00521	E1.16.1.7	ferric-chelate reductase [EC:1.16.1.7]		
K00522	FTH1	ferritin heavy chain [EC:1.16.3.1]		
K00523	ascD, ddhD, rfbI	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]		M01029+,M01030+,M01031+
K00524	nrdJ	ribonucleotide reductase, class II [EC:1.17.4.2]		
K00525	E1.17.4.1A, nrdA, nrdE	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	ko03400:Prokaryotic type > Other factors with a suspected DNA repair function > Modulation of nucleotide pools	M00053+,M00938+
K00526	E1.17.4.1B, nrdB, nrdF	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	ko03400:Prokaryotic type > Other factors with a suspected DNA repair function > Modulation of nucleotide pools	M00053+,M00938+
K00527	rtpR	ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]		
K00528	fpr	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]		
K00529	hcaD	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3]		M00545+
K00530	nroR	rubredoxin---NAD(P)+ reductase [EC:1.18.1.4]		
K00531	anfG	nitrogenase delta subunit [EC:1.18.6.1]		M00175+,M01069+
K00532	E1.12.7.2	ferredoxin hydrogenase [EC:1.12.7.2]		
K00533	E1.12.7.2L	ferredoxin hydrogenase large subunit [EC:1.12.7.2]		
K00534	E1.12.7.2S	ferredoxin hydrogenase small subunit [EC:1.12.7.2]		
K00535	NDOR1, TAH18	NADPH-dependent diflavin oxidoreductase [EC:1.18.1.-]		
K00537	arsC	arsenate reductase (glutaredoxin) [EC:1.20.4.1]		
K00539	athL	pyrogallol-phloroglucinol isomerase large subunit [EC:5.4.4.9]		
K00540	fqr	F420H(2)-dependent quinone reductase [EC:1.1.98.-]		
K00541	NNMT	nicotinamide N-methyltransferase [EC:2.1.1.1]		
K00542	GAMT	guanidinoacetate N-methyltransferase [EC:2.1.1.2]		M00047
K00543	ASMT	acetylserotonin O-methyltransferase [EC:2.1.1.4]		M00037
K00544	BHMT	betaine-homocysteine S-methyltransferase [EC:2.1.1.5]		M00974
K00545	COMT, TOMT	catechol O-methyltransferase [EC:2.1.1.6]		
K00546	HNMT	histamine N-methyltransferase [EC:2.1.1.8]		
K00547	mmuM, BHMT2	homocysteine S-methyltransferase [EC:2.1.1.10]		
K00548	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]		M00017
K00549	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]		M00017
K00550	PLMT	phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]		M00091
K00551	PEMT	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]		M00091
K00552	GNMT	glycine N-methyltransferase [EC:2.1.1.20]		M00035
K00553	PNMT	phenylethanolamine N-methyltransferase [EC:2.1.1.28]		M00042
K00554	trmD	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	ko03016:Prokaryotic type > tRNA modification factors > Methyltransferases	
K00555	TRMT1, trm1	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	ko03016:Eukaryotic type > tRNA modification factors > Methyltransferases	
K00556	trmH	tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	ko03016:Prokaryotic type > tRNA modification factors > Methyltransferases	
K00557	trmA	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]	ko03016:Prokaryotic type > tRNA modification factors > Methyltransferases	
K00558	DNMT1, dcm	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	ko02048:Restriction and modification system (R-M system) > Type II R-M system > DNA methyltransferases|ko03000:Eukaryotic type > Zinc finger > CXXC CpG-binding proteins|ko03032:Eukaryotic type > DNA Replication Termination Factors > DNA methylation enzymes	M00035
K00559	SMT1, ERG6	sterol 24-C-methyltransferase [EC:2.1.1.41]		M00102,M00917
K00560	thyA, TYMS	thymidylate synthase [EC:2.1.1.45]		M00938
K00561	ermC, ermA	23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]	ko01504:Gene variants > Macrolide resistance genes > 23S rRNA methyltransferases	
K00562	INMT, TEMT	methyltransferase [EC:2.1.1.49 2.1.1.96]		
K00563	rlmA1	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]		
K00564	rsmC	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]		
K00565	RNMT	mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]		
K00566	mnmA, trmU	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	ko03016:Prokaryotic type > tRNA modification factors > Thiolation factors	
K00567	ogt, MGMT	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	ko03400:Eukaryotic type > SSBR (single strand breaks repair) > Direct repair|ko03400:Prokaryotic type > SSBR (single strand breaks repair) > Direct repair	
K00568	ubiG	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]		M00117,M00989
K00569	TPMT, tpmT	thiopurine S-methyltransferase [EC:2.1.1.67]		
K00570	pmtA	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]		M00091
K00571	E2.1.1.72	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	ko02048:Restriction and modification system (R-M system) > Type II R-M system > DNA methyltransferases	
K00573	E2.1.1.77, pcm	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]		
K00574	cfa	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]		
K00575	cheR	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	ko02035:Flagellar system > Chemotaxis proteins > Two component system proteins	
K00577	mtrA	tetrahydromethanopterin S-methyltransferase subunit A [EC:7.2.1.4]		M00357+,M00567+
K00578	mtrB	tetrahydromethanopterin S-methyltransferase subunit B [EC:7.2.1.4]		M00357+,M00567+
K00579	mtrC	tetrahydromethanopterin S-methyltransferase subunit C [EC:7.2.1.4]		M00357+,M00567+
K00580	mtrD	tetrahydromethanopterin S-methyltransferase subunit D [EC:7.2.1.4]		M00357+,M00567+
K00581	mtrE	tetrahydromethanopterin S-methyltransferase subunit E [EC:7.2.1.4]		M00357+,M00567+
K00582	mtrF	tetrahydromethanopterin S-methyltransferase subunit F [EC:7.2.1.4]		M00357+,M00567+
K00583	mtrG	tetrahydromethanopterin S-methyltransferase subunit G [EC:7.2.1.4]		M00357+,M00567+
K00584	mtrH	tetrahydromethanopterin S-methyltransferase subunit H [EC:7.2.1.4]		M00357+,M00567+
K00586	DPH5	diphthine methyl ester synthase [EC:2.1.1.314]	ko03012:Eukaryotic type > Elongation factors > Elongation associated factors	
K00587	ICMT, STE14	protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]		
K00588	E2.1.1.104	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]		M00039
K00589	MET1	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]		M00846+
K00590	E2.1.1.113	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	ko02048:Restriction and modification system (R-M system) > Type II R-M system > DNA methyltransferases	
K00591	COQ3	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]		M00128
K00592	RBCMT	[ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259]		
K00594	xyoA, aldO	alditol oxidase [EC:1.1.3.41]		
K00595	cobL-cbiET	precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]		M00924,M00925
K00596	E4.1.1.64	2,2-dialkylglycine decarboxylase (pyruvate) [EC:4.1.1.64]		
K00597	MTRR	methionine synthase reductase [EC:1.16.1.8]		
K00598	tam	trans-aconitate 2-methyltransferase [EC:2.1.1.144]		
K00599	METTL6	tRNA N(3)-methylcytidine methyltransferase METTL6 [EC:2.1.1.-]	ko03016:Eukaryotic type > tRNA modification factors > Methyltransferases	
K00600	glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]		M00140,M00141,M00346,M00532,M00975
K00601	E2.1.2.2	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]		M00048
K00602	purH	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]		M00048
K00603	fctD	glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]		M00045
K00604	MTFMT, fmt	methionyl-tRNA formyltransferase [EC:2.1.2.9]		
K00605	gcvT, AMT	glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]		M00532+,M00621
K00606	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]		M00119,M00913,M00914
K00607	wbkC	GDP-perosamine N-formyltransferase [EC:2.1.2.14]		M01034
K00608	pyrBI	aspartate carbamoyltransferase [EC:2.1.3.2]		M00051
K00609	pyrB, PYR2	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]		M00051+
K00610	pyrI	aspartate carbamoyltransferase regulatory subunit		M00051+
K00611	OTC, argF, argI	ornithine carbamoyltransferase [EC:2.1.3.3]		M00029,M00844,M00978
K00612	nodU	carbamoyltransferase [EC:2.1.3.-]		
K00613	GATM	glycine amidinotransferase [EC:2.1.4.1]		M00047
K00614	CSKMT, METTL12	citrate synthase lysine N-methyltransferase [EC:2.1.1.-]		
K00615	E2.2.1.1, tktA, tktB	transketolase [EC:2.2.1.1]		M00004,M00007,M00165
K00616	TALDO1, talB, talA	transaldolase [EC:2.2.1.2]		M00004,M00007
K00617	sftT	6-deoxy-6-sulfo-D-fructose transaldolase [EC:2.2.1.14]		
K00618	ARG2	amino-acid N-acetyltransferase [EC:2.3.1.1]		M00028
K00619	argA	amino-acid N-acetyltransferase [EC:2.3.1.1]		M00028
K00620	argJ	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]		M00028
K00621	GNPNAT1, GNA1	glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]		M00892
K00622	nat	arylamine N-acetyltransferase [EC:2.3.1.5]		
K00623	CHAT	choline O-acetyltransferase [EC:2.3.1.6]		
K00624	CRAT	carnitine O-acetyltransferase [EC:2.3.1.7]		
K00625	pta	phosphate acetyltransferase [EC:2.3.1.8]		M00357,M00579
