# Generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicates	evidence
K00180	oxidoreductase	oxidoreductase=ec:1.2.7.8
K00181	transferase	transferase=ec:2.3.1.250
K00184	oxidoreductase,reductase	oxidoreductase=text:reductase;reductase=text:reductase
K00185	oxidoreductase,reductase	oxidoreductase=text:reductase;reductase=text:reductase
K00186	oxidoreductase	oxidoreductase=ec:1.2.7.7
K00187	oxidoreductase	oxidoreductase=ec:1.2.7.7
K00188	oxidoreductase	oxidoreductase=ec:1.2.7.7
K00189	complex_subunit,oxidoreductase	complex_subunit=module:M00307;oxidoreductase=ec:1.2.7.7
K00192	complex_subunit,dehydrogenase,oxidoreductase,wood_ljungdahl	complex_subunit=module:M00422;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.2.7.4;wood_ljungdahl=text:carbon-monoxide dehydrogenase
K00193	complex_subunit,synthase,transferase,wood_ljungdahl	complex_subunit=module:M00357;synthase=text:synthase;transferase=ec:2.3.1.169;wood_ljungdahl=text:CODH
K00194	complex_subunit,methyltransferase,synthase,transferase,wood_ljungdahl	complex_subunit=module:M00357;methyltransferase=ec:2.1.1.245;synthase=text:synthase;transferase=ec:2.1.1.245;wood_ljungdahl=text:CODH
K00195	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00422;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase
K00196	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase
K00197	complex_subunit,methyltransferase,synthase,transferase,wood_ljungdahl	complex_subunit=module:M00357;methyltransferase=ec:2.1.1.245;synthase=text:synthase;transferase=ec:2.1.1.245;wood_ljungdahl=text:CODH
K00198	co_oxidation,dehydrogenase,oxidoreductase,wood_ljungdahl	co_oxidation=text:carbon-monoxide;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.2.7.4;wood_ljungdahl=text:carbon-monoxide dehydrogenase
K00200	complex_subunit,dehydrogenase,one_carbon_metabolism,oxidoreductase	complex_subunit=module:M00567;dehydrogenase=text:dehydrogenase;one_carbon_metabolism=text:formyl;oxidoreductase=ec:1.2.7.12
K00201	complex_subunit,dehydrogenase,one_carbon_metabolism,oxidoreductase	complex_subunit=module:M00567;dehydrogenase=text:dehydrogenase;one_carbon_metabolism=text:formyl;oxidoreductase=ec:1.2.7.12
K00202	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00567;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.2.7.12
K00203	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00567;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.2.7.12
K00204	complex_subunit,electron_transport,iron_sulfur	complex_subunit=module:M00567;electron_transport=text:4Fe-4S;iron_sulfur=text:4Fe-4S
K00205	complex_subunit,electron_transport,iron_sulfur	complex_subunit=module:M00567;electron_transport=text:4Fe-4S;iron_sulfur=text:4Fe-4S
K00206	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.2.1.-;oxidoreductase=ec:1.2.1.-
K00207	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.3.1.2;oxidoreductase=ec:1.3.1.2
K00208	fatty_acid_synthesis,nad_binding,oxidoreductase,reductase	fatty_acid_synthesis=module:M00083;nad_binding=ec:1.3.1.9;oxidoreductase=ec:1.3.1.9;reductase=text:reductase
K00209	fatty_acid_synthesis,nad_binding,oxidoreductase,reductase	fatty_acid_synthesis=module:M00083;nad_binding=ec:1.3.1.9;oxidoreductase=ec:1.3.1.9;reductase=text:reductase
K00211	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.3.1.13;oxidoreductase=ec:1.3.1.13
K00212	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.149;nad_binding=ec:1.1.1.149;oxidoreductase=ec:1.1.1.149
K00213	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.21;oxidoreductase=ec:1.3.1.21;reductase=text:reductase
K00214	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.24;oxidoreductase=ec:1.3.1.24;reductase=text:reductase
K00215	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.17.1.8;oxidoreductase=ec:1.17.1.8;reductase=text:reductase
K00216	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.3.1.28;oxidoreductase=ec:1.3.1.28
K00217	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.32;oxidoreductase=ec:1.3.1.32;reductase=text:reductase
K00218	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.33;oxidoreductase=ec:1.3.1.33;reductase=text:reductase
K00219	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.34;oxidoreductase=ec:1.3.1.34;reductase=text:reductase
K00220	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.3.1.43;oxidoreductase=ec:1.3.1.43
K00221	lyase	lyase=ec:4.99.1.2
K00222	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.70;oxidoreductase=ec:1.3.1.70;reductase=text:reductase
K00223	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.71;oxidoreductase=ec:1.3.1.71;reductase=text:reductase
K00224	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.-;oxidoreductase=ec:1.3.1.-;reductase=text:reductase
K00225	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.2.3
K00226	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.98.1
K00227	oxidoreductase,oxygenase	oxidoreductase=ec:1.14.19.20;oxygenase=ec:1.14.19.20
K00228	heme_biosynthesis,oxidase,oxidoreductase	heme_biosynthesis=module:M00121;oxidase=text:oxidase;oxidoreductase=ec:1.3.3.3
K00230	heme_biosynthesis,oxidase,oxidoreductase	heme_biosynthesis=module:M00121;oxidase=text:oxidase;oxidoreductase=ec:1.3.5.3
K00231	heme_biosynthesis,oxidase,oxidoreductase	heme_biosynthesis=module:M00121;oxidase=text:oxidase;oxidoreductase=ec:1.3.3.4
K00232	beta_oxidation,fatty_acid_degradation,oxidase,oxidoreductase	beta_oxidation=module:M00087;fatty_acid_degradation=module:M00087;oxidase=text:oxidase;oxidoreductase=ec:1.3.3.6
K00233	dehydrogenase,electron_transport,oxidoreductase,translocase,transporter	dehydrogenase=text:dehydrogenase;electron_transport=ec:7.1.1.12;oxidoreductase=ec:1.3.5.1;translocase=ec:7.1.1.12;transporter=ec:7.1.1.12
K00234	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00235	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00236	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00237	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00239	complex_subunit,dehydrogenase,electron_transport,fad_binding,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;electron_transport=module:M00149;fad_binding=text:flavoprotein;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00240	complex_subunit,dehydrogenase,electron_transport,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;electron_transport=module:M00149;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00241	complex_subunit,dehydrogenase,electron_transport,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;electron_transport=module:M00149;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00242	complex_subunit,dehydrogenase,electron_transport,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;electron_transport=module:M00149;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00243	hypothetical	hypothetical=text:uncharacterized
K00244	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00245	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.5.1;tca_cycle=module:M00009
K00246	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00247	complex_subunit,dehydrogenase,oxidoreductase,tca_cycle	complex_subunit=module:M00009;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase;tca_cycle=module:M00009
K00248	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.3.8.1;oxidoreductase=ec:1.3.8.1
K00249	beta_oxidation,dehydrogenase,fatty_acid_degradation,flavin_binding,oxidoreductase	beta_oxidation=module:M00087;dehydrogenase=text:dehydrogenase;fatty_acid_degradation=module:M00087;flavin_binding=ec:1.3.8.7;oxidoreductase=ec:1.3.8.7
K00251	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.3.1.3;oxidoreductase=ec:1.3.1.3
K00252	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.3.8.6;oxidoreductase=ec:1.3.8.6
K00253	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.3.8.4;oxidoreductase=ec:1.3.8.4
K00254	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.5.2
K00255	beta_oxidation,dehydrogenase,fatty_acid_degradation,flavin_binding,oxidoreductase	beta_oxidation=module:M00087;dehydrogenase=text:dehydrogenase;fatty_acid_degradation=module:M00087;flavin_binding=ec:1.3.8.8;oxidoreductase=ec:1.3.8.8
K00257	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.99.-
K00258	nad_binding,oxidoreductase	nad_binding=ec:1.3.1.-;oxidoreductase=ec:1.3.1.-
K00259	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.1;oxidoreductase=ec:1.4.1.1
K00260	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.2;oxidoreductase=ec:1.4.1.2
K00261	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.3;oxidoreductase=ec:1.4.1.3
K00262	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.4;oxidoreductase=ec:1.4.1.4
K00263	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.9;oxidoreductase=ec:1.4.1.9
K00264	nad_binding,oxidoreductase,synthase	nad_binding=ec:1.4.1.14;oxidoreductase=ec:1.4.1.14;synthase=text:synthase
K00265	cysteine_protease,nad_binding,oxidoreductase,peptidase,synthase	cysteine_protease=brite:ko01002 Cysteine peptidases > Family C44;nad_binding=ec:1.4.1.13;oxidoreductase=ec:1.4.1.13;peptidase=brite:ko01002 Cysteine peptidases > Family C44;synthase=text:synthase
K00266	nad_binding,oxidoreductase,synthase	nad_binding=ec:1.4.1.13;oxidoreductase=ec:1.4.1.13;synthase=text:synthase
K00270	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.20;oxidoreductase=ec:1.4.1.20
K00271	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.4.1.23;oxidoreductase=ec:1.4.1.23
K00272	enzyme,halogenase,oxidase,oxidoreductase	enzyme=swissprot:8/9;halogenase=swissprot:8/9;oxidase=text:oxidase;oxidoreductase=ec:1.4.3.1
K00273	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.4.3.3
K00274	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.4.3.4
K00275	oxidase,oxidoreductase,pyridoxal_biosynthesis	oxidase=text:oxidase;oxidoreductase=ec:1.4.3.5;pyridoxal_biosynthesis=module:M00124
K00276	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.4.3.21
K00277	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.4.3.13
K00278	nad_biosynthesis,oxidase,oxidoreductase	nad_biosynthesis=module:M00115;oxidase=text:oxidase;oxidoreductase=ec:1.4.3.16
K00279	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.99.12
K00280	oxidoreductase	oxidoreductase=ec:1.4.3.-
K00281	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00532;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.4.4.2
K00282	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00621;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.4.4.2
K00283	complex_subunit,dehydrogenase,oxidoreductase	complex_subunit=module:M00621;dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.4.4.2
K00284	cysteine_protease,oxidoreductase,peptidase,synthase	cysteine_protease=brite:ko01002 Cysteine peptidases > Family C44;oxidoreductase=ec:1.4.7.1;peptidase=brite:ko01002 Cysteine peptidases > Family C44;synthase=text:synthase
K00285	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.4.5.1
K00286	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.2;oxidoreductase=ec:1.5.1.2;reductase=text:reductase
K00287	folate_biosynthesis,nad_binding,oxidoreductase,reductase	folate_biosynthesis=module:M00126;nad_binding=ec:1.5.1.3;oxidoreductase=ec:1.5.1.3;reductase=text:reductase
K00288	dehydrogenase,hydrolase,ligase,nad_binding,oxidoreductase,synthetase	dehydrogenase=text:dehydrogenase;hydrolase=ec:3.5.4.9;ligase=ec:6.3.4.3;nad_binding=ec:1.5.1.5;oxidoreductase=ec:1.5.1.5;synthetase=ec:6.3.4.3
K00289	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.6;oxidoreductase=ec:1.5.1.6
K00290	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.7;oxidoreductase=ec:1.5.1.7
K00293	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.10;oxidoreductase=ec:1.5.1.10
K00294	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.2.1.88;oxidoreductase=ec:1.2.1.88
K00295	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.15;oxidoreductase=ec:1.5.1.15
K00296	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.19;oxidoreductase=ec:1.5.1.19
K00297	complex_subunit,nad_binding,oxidoreductase,reductase	complex_subunit=module:M00377;nad_binding=ec:1.5.1.54;oxidoreductase=ec:1.5.1.54;reductase=text:reductase
K00298	nad_binding,oxidoreductase,synthase	nad_binding=ec:1.5.1.24;oxidoreductase=ec:1.5.1.24;synthase=text:synthase
K00299	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.38;oxidoreductase=ec:1.5.1.38;reductase=text:reductase
K00300	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.5.1.5;oxidoreductase=ec:1.5.1.5
K00301	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.5.3.1
K00302	complex_subunit,oxidase,oxidoreductase	complex_subunit=module:M00975;oxidase=text:oxidase;oxidoreductase=ec:1.5.3.24
K00303	complex_subunit,oxidase,oxidoreductase	complex_subunit=module:M00975;oxidase=text:oxidase;oxidoreductase=ec:1.5.3.24
K00304	complex_subunit,oxidase,oxidoreductase	complex_subunit=module:M00975;oxidase=text:oxidase;oxidoreductase=ec:1.5.3.24
K00305	complex_subunit,oxidase,oxidoreductase	complex_subunit=module:M00975;oxidase=text:oxidase;oxidoreductase=ec:1.5.3.24
K00306	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.5.3.1
K00307	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.21.3.3
K00308	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.5.3.13
K00309	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.5.3.10
K00310	oxidoreductase,synthase	oxidoreductase=ec:1.5.4.1;synthase=text:synthase
K00311	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.5.1
K00312	regulator,regulatory,signaling	regulator=swissprot:6/6;regulatory=swissprot:6/6;signaling=swissprot:6/6
K00313	oxidoreductase	oxidoreductase=ec:1.5.5.-
K00314	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.5.8.3;oxidoreductase=ec:1.5.8.3
K00315	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.5.8.4;oxidoreductase=ec:1.5.8.4
K00316	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.99.6
K00317	dehydrogenase,flavin_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;flavin_binding=ec:1.5.8.1;oxidoreductase=ec:1.5.8.1
K00318	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.5.2
K00319	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.98.1
K00320	one_carbon_metabolism,oxidoreductase,reductase	one_carbon_metabolism=text:methylene;oxidoreductase=ec:1.5.98.2;reductase=text:reductase
K00322	nad_binding,oxidoreductase	nad_binding=ec:1.6.1.1;oxidoreductase=ec:1.6.1.1
K00323	electron_transport,translocase,transporter	electron_transport=ec:7.1.1.1;translocase=ec:7.1.1.1;transporter=ec:7.1.1.1
K00324	electron_transport,translocase,transporter	electron_transport=ec:7.1.1.1;translocase=ec:7.1.1.1;transporter=ec:7.1.1.1
K00325	electron_transport,translocase,transporter	electron_transport=ec:7.1.1.1;translocase=ec:7.1.1.1;transporter=ec:7.1.1.1
K00326	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.6.2.2;oxidoreductase=ec:1.6.2.2;reductase=text:reductase
K00327	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.6.2.4;oxidoreductase=ec:1.6.2.4;reductase=text:reductase
K00330	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00331	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00332	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00333	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00334	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00335	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00336	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00337	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00338	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00339	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00340	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00341	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00342	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00343	complex_subunit,electron_transport,translocase,transporter	complex_subunit=module:M00144;electron_transport=ec:7.1.1.2;translocase=ec:7.1.1.2;transporter=ec:7.1.1.2
K00344	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.6.5.5;oxidoreductase=ec:1.6.5.5;reductase=text:reductase
K00345	electron_transport,translocase,transporter	electron_transport=ec:7.1.1.-;translocase=ec:7.1.1.-;transporter=ec:7.1.1.-
K00346	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00347	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00348	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00349	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00350	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00351	ion_transporter,translocase,transporter	ion_transporter=ec:7.2.1.1;translocase=ec:7.2.1.1;transporter=ec:7.2.1.1
K00354	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.6.99.1;oxidoreductase=ec:1.6.99.1
K00355	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;nad_binding=ec:1.6.5.2;oxidoreductase=ec:1.6.5.2
K00357	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.34;oxidoreductase=ec:1.5.1.34;reductase=text:reductase
K00359	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.6.5.5;oxidoreductase=ec:1.6.5.5;reductase=text:reductase
K00360	complex_subunit,nitrate_reduction,nitrogen_metabolism,oxidoreductase,reductase	complex_subunit=module:M00531;nitrate_reduction=text:nitrate reductase;nitrogen_metabolism=ec:1.7.99.-;oxidoreductase=ec:1.7.99.-;reductase=text:reductase
K00361	nad_binding,nitrogen_metabolism,oxidoreductase,reductase	nad_binding=ec:1.7.1.4;nitrogen_metabolism=ec:1.7.1.4;oxidoreductase=ec:1.7.1.4;reductase=text:reductase
K00362	complex_subunit,nad_binding,nitrogen_metabolism,oxidoreductase,reductase	complex_subunit=module:M00530;nad_binding=ec:1.7.1.15;nitrogen_metabolism=ec:1.7.1.15;oxidoreductase=ec:1.7.1.15;reductase=text:reductase
K00363	complex_subunit,nad_binding,nitrogen_metabolism,oxidoreductase,reductase	complex_subunit=module:M00530;nad_binding=ec:1.7.1.15;nitrogen_metabolism=ec:1.7.1.15;oxidoreductase=ec:1.7.1.15;reductase=text:reductase
K00364	nad_binding,nitrogen_metabolism,oxidoreductase,reductase	nad_binding=ec:1.7.1.7;nitrogen_metabolism=ec:1.7.1.7;oxidoreductase=ec:1.7.1.7;reductase=text:reductase
K00365	nitrogen_metabolism,oxidase,oxidoreductase	nitrogen_metabolism=ec:1.7.3.3;oxidase=text:oxidase;oxidoreductase=ec:1.7.3.3
