# Generated by scripts/build_pfam_predicate_map.py; edit the proposals, not this file.
# Pfam: Pfam-A.hmm sha256 8bab3a946e6d99a4 (24076 families); Pfam-A.clans.tsv.gz (30134 families)
# GO: pfam2go sha256 30274dd59c468d70; go-basic.obo sha256 b08d45b268b8c24c
# ENZYME: enzyme.dat sha256 6e1f553fcaa15ba7
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (553,641 reviewed proteins with Pfam); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; KO predicates from kegg_predicates.tsv sha256 054c42a1455b7f34
# accession	name	predicates	evidence
PF13125	DUF3958	hypothetical	hypothetical=text:unknown function
PF13126	DUF3975	hypothetical	hypothetical=text:unknown function
PF13127	DUF3955	hypothetical	hypothetical=text:unknown function
PF13128	DUF3954	hypothetical	hypothetical=text:unknown function
PF13129	DUF3953	hypothetical	hypothetical=text:unknown function
PF13130	DUF3952	hypothetical	hypothetical=text:unknown function
PF13131	DUF3951	hypothetical	hypothetical=text:unknown function
PF13132	DUF3950	hypothetical	hypothetical=text:unknown function
PF13133	DUF3949	hypothetical	hypothetical=text:unknown function
PF13134	DUF3948	hypothetical	hypothetical=text:unknown function
PF13135	DUF3947	hypothetical	hypothetical=text:unknown function
PF13136	DUF3984	hypothetical	hypothetical=text:unknown function
PF13137	DUF3983	hypothetical	hypothetical=text:unknown function
PF13138	DUF3982	hypothetical	hypothetical=text:unknown function
PF13139	DUF3981	hypothetical	hypothetical=text:unknown function
PF13140	DUF3980	hypothetical	hypothetical=text:unknown function
PF13141	DUF3979	hypothetical	hypothetical=text:unknown function
PF13142	DUF3960	hypothetical	hypothetical=text:unknown function
PF13143	DUF3986	hypothetical	hypothetical=text:unknown function
PF13144	ChapFlgA	chaperone,flagellum,stress_response	chaperone=text:Chaperon;flagellum=swissprot:9/9 single-domain 8/8;stress_response=text:Chaperon
PF13145	Rotamase_2	chaperone,isomerase	chaperone=go:GO:0003755;isomerase=go:GO:0016853
PF13148	DUF3987	hypothetical	hypothetical=text:unknown function
PF13150	TraL_transposon	conjugation,mobile_element	conjugation=text:TraL;mobile_element=text:transpos
PF13151	DUF3990	hypothetical	hypothetical=text:unknown function
PF13152	DUF3967	hypothetical	hypothetical=text:unknown function
PF13153	DUF3985	hypothetical	hypothetical=text:unknown function
PF13154	DUF3991	hypothetical	hypothetical=text:unknown function
PF13155	Toprim_2	replication,topoisomerase	replication=text:Toprim;topoisomerase=text:Toprim
PF13156	Mrr_cat_2	hydrolase,nuclease,restriction_enzyme,restriction_modification	hydrolase=text:nuclease;nuclease=text:Restriction endonuclease;restriction_enzyme=text:Mrr;restriction_modification=text:Mrr
PF13158	DUF3993	hypothetical	hypothetical=text:unknown function
PF13159	DUF3994	hypothetical	hypothetical=text:unknown function
PF13160	DUF3995	hypothetical	hypothetical=text:unknown function
PF13161	DUF3996	hypothetical	hypothetical=text:unknown function
PF13162	DUF3997	hypothetical	hypothetical=text:unknown function
PF13163	DUF3999	hypothetical	hypothetical=text:unknown function
PF13166	AAA_13	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:AAA;atpase=text:AAA_
PF13167	GTP-bdg_N	binding,gtp_binding,gtpase	binding=text:binding;gtp_binding=text:GTP;gtpase=text:GTPase
PF13170	DUF4003	hypothetical	hypothetical=text:unknown function
PF13171	DUF4004	hypothetical	hypothetical=text:unknown function
PF13173	AAA_14	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:AAA;atpase=text:AAA_
PF13174	TPR_6	protein_binding,repeat_domain,tpr_repeat	protein_binding=go:GO:0005515;repeat_domain=text:Tetratricopeptide;tpr_repeat=text:TPR
PF13175	AAA_15	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:ATPase;atpase=text:ATPase
PF13176	TPR_7	protein_binding,repeat_domain,tpr_repeat	protein_binding=go:GO:0005515;repeat_domain=text:Tetratricopeptide;tpr_repeat=text:TPR
PF13177	DNA_pol3_delta2	clamp_loader,dna_polymerase,replication	clamp_loader=text:DNA_pol3_delta;dna_polymerase=text:DNA_pol;replication=text:DNA polymerase
PF13178	DUF4005	hypothetical	hypothetical=text:unknown function
PF13179	DUF4006	hypothetical	hypothetical=text:unknown function
PF13180	PDZ_2	protein_binding	protein_binding=go:GO:0005515
PF13181	TPR_8	protein_binding,repeat_domain,tpr_repeat	protein_binding=go:GO:0005515;repeat_domain=text:Tetratricopeptide;tpr_repeat=text:TPR
PF13182	DUF4007	hypothetical	hypothetical=text:unknown function
PF13183	Fer4_8	electron_transport,iron_sulfur,metal_binding,oxidoreductase	electron_transport=text:4Fe-4S;iron_sulfur=text:4Fe-4S;metal_binding=text:Fer4;oxidoreductase=swissprot:70/71 KOs 14/14 single-domain 10/10
PF13184	KH_5	rna_binding	rna_binding=go:GO:0003723
PF13186	SPASM	binding,iron_sulfur,metal_binding,radical_sam	binding=text:binding;iron_sulfur=text:Iron-sulfur;metal_binding=text:Iron;radical_sam=text:SPASM
PF13187	Fer4_9	electron_transport,iron_sulfur,metal_binding	electron_transport=text:4Fe-4S;iron_sulfur=text:4Fe-4S;metal_binding=text:Fer4
PF13189	Cytidylate_kin2	nucleotide_metabolism	nucleotide_metabolism=text:Cytidylate_kin
PF13190	PDGLE	abc_transporter,transporter	abc_transporter=swissprot:6/6 KOs 2/2 single-domain 3/3;transporter=swissprot:6/6 KOs 2/2 single-domain 3/3
PF13191	AAA_16	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:ATPase;atpase=text:ATPase
PF13192	Thioredoxin_3	oxidoreductase,thioredoxin	oxidoreductase=text:Thioredoxin;thioredoxin=text:Thioredoxin
PF13193	AMP-binding_C	binding	binding=text:binding
PF13194	DUF4010	hypothetical	hypothetical=text:unknown function
PF13195	DUF4011	hypothetical	hypothetical=text:unknown function
PF13196	DUF4012	hypothetical	hypothetical=text:unknown function
PF13197	DUF4013	hypothetical	hypothetical=text:unknown function
PF13198	DUF4014	hypothetical	hypothetical=text:unknown function
PF13199	Glyco_hydro_66	hydrolase	hydrolase=text:hydrolase
PF13200	DUF4015	hydrolase,hypothetical	hydrolase=text:hydrolase;hypothetical=text:DUF4
PF13202	EF-hand_5	calcium_binding,metal_binding	calcium_binding=go:GO:0005509;metal_binding=go:GO:0046872
PF13203	DUF2201_N	protease	protease=text:peptidase
PF13204	DUF4038	hypothetical	hypothetical=text:unknown function
PF13207	AAA_17	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:AAA;atpase=text:AAA_
PF13209	DUF4017	hypothetical	hypothetical=text:unknown function
PF13210	DUF4018	hypothetical	hypothetical=text:unknown function
